SECTION ID,HIGHWAY,SECTION,SECTION LENGTH,SECTION DESCRIPTION,Date,DESCRIPTION,GROUP,TYPE,COUNTY,PTRUCKS,ADT,AADT,DIRECTION,85PCT,PRIORITY_POINTS
103010,103,10,1.216,EXIT 1 (HWY 102 INTER/C) TO EXIT 2 (BEECHVILLE INTER/C),08/18/2016,0.3 KM WEST OF HWY 102 (WB) (LOOPS),A,TC,HFX,,"17,499","14,500",W,,
103010,103,10,1.216,EXIT 1 (HWY 102 INTER/C) TO EXIT 2 (BEECHVILLE INTER/C),11-04-2014,0.3 KM WEST OF HWY 102 (EB) (LOOPS),A,TC,HFX,,"14,624","15,100",E,,
103010,103,10,1.216,EXIT 1 (HWY 102 INTER/C) TO EXIT 2 (BEECHVILLE INTER/C),11-04-2014,0.3 KM WEST OF HWY 102 (WB) (LOOPS),A,TC,HFX,,"15,347","15,800",W,,
103010,103,10,1.216,EXIT 1 (HWY 102 INTER/C) TO EXIT 2 (BEECHVILLE INTER/C),10/21/2013,0.3 KM WEST OF HWY 102 (WB) (LOOPS),A,TC,HFX,,"15,149","14,800",W,,
103010,103,10,1.216,EXIT 1 (HWY 102 INTER/C) TO EXIT 2 (BEECHVILLE INTER/C),10/21/2013,0.3 KM WEST OF HWY 102 (EB) (LOOPS),A,TC,HFX,,"15,495","15,200",E,,
103010,103,10,1.216,EXIT 1 (HWY 102 INTER/C) TO EXIT 2 (BEECHVILLE INTER/C),08/14/2012,0.3 KM WEST OF HWY 102 (WB) (LOOPS),A,TC,HFX,,"15,767","13,400",W,,
103010,103,10,1.216,EXIT 1 (HWY 102 INTER/C) TO EXIT 2 (BEECHVILLE INTER/C),08/14/2012,0.3 KM WEST OF HWY 102 (EB) (LOOPS),A,TC,HFX,,"16,272","13,900",E,,
103010,103,10,1.216,EXIT 1 (HWY 102 INTER/C) TO EXIT 2 (BEECHVILLE INTER/C),11-07-2011,0.3 KM WEST OF HWY 102 (EB) (LOOPS),A,TC,HFX,,"14,994","15,610",E,,
103010,103,10,1.216,EXIT 1 (HWY 102 INTER/C) TO EXIT 2 (BEECHVILLE INTER/C),11-07-2011,0.3 KM WEST OF HWY 102 (WB) (LOOPS),A,TC,HFX,,"14,928","15,550",W,,
103010,103,10,1.216,EXIT 1 (HWY 102 INTER/C) TO EXIT 2 (BEECHVILLE INTER/C),12-09-2010,0.3 KM WEST OF HWY 102 (WB) (LOOPS),A,TC,HFX,,"15,546","16,200",W,,
103010,103,10,1.216,EXIT 1 (HWY 102 INTER/C) TO EXIT 2 (BEECHVILLE INTER/C),12-09-2010,0.3 KM WEST OF HWY 102 (EB) (LOOPS),A,TC,HFX,,"15,489","16,100",E,,
103010,103,10,1.216,EXIT 1 (HWY 102 INTER/C) TO EXIT 2 (BEECHVILLE INTER/C),10/28/2009,0.3 KM WEST OF HWY 102 (EB) (LOOPS),A,TC,HFX,,"15,114","14,600",E,,
103010,103,10,1.216,EXIT 1 (HWY 102 INTER/C) TO EXIT 2 (BEECHVILLE INTER/C),10/28/2009,0.3 KM WEST OF HWY 102 (WB) (LOOPS),A,TC,HFX,,"15,087","14,600",W,,
103010,103,10,1.216,EXIT 1 (HWY 102 INTER/C) TO EXIT 2 (BEECHVILLE INTER/C),09/16/2008,0.3 KM WEST OF HWY 102 (WB) (LOOPS),A,TC,HFX,,"15,512","14,600",W,,
103010,103,10,1.216,EXIT 1 (HWY 102 INTER/C) TO EXIT 2 (BEECHVILLE INTER/C),09/16/2008,0.3 KM WEST OF HWY 102 (EB) (LOOPS),A,TC,HFX,,"15,330","14,500",E,,
103010,103,10,1.216,EXIT 1 (HWY 102 INTER/C) TO EXIT 2 (BEECHVILLE INTER/C),11-01-2007,0.3 KM WEST OF HWY 102 (EB) (LOOPS),A,TC,HFX,,"14,160","14,000",E,,
103010,103,10,1.216,EXIT 1 (HWY 102 INTER/C) TO EXIT 2 (BEECHVILLE INTER/C),11-01-2007,0.3 KM WEST OF HWY 102 (WB) (LOOPS),A,TC,HFX,,"13,994","13,800",W,,
103010,103,10,1.216,EXIT 1 (HWY 102 INTER/C) TO EXIT 2 (BEECHVILLE INTER/C),07-11-2006,0.3 KM WEST OF HWY 102 (EB) (LOOPS),A,TC,HFX,,"14,600","13,100",E,,
103010,103,10,1.216,EXIT 1 (HWY 102 INTER/C) TO EXIT 2 (BEECHVILLE INTER/C),07-11-2006,0.3 KM WEST OF HWY 102 (WB) (LOOPS),A,TC,HFX,,"13,089","11,800",W,,
103010,103,10,1.216,EXIT 1 (HWY 102 INTER/C) TO EXIT 2 (BEECHVILLE INTER/C),06-02-2005,0.3 KM WEST OF HWY 102 (EB) (LOOPS),A,TC,HFX,,"14,284","13,300",E,,
103010,103,10,1.216,EXIT 1 (HWY 102 INTER/C) TO EXIT 2 (BEECHVILLE INTER/C),06-02-2005,0.3 KM WEST OF HWY 102 (WB) (LOOPS),A,TC,HFX,,"13,679","12,700",W,,
103020,103,20,4.38,EXIT 2 (BEECHVILLE INTER/C) TO EXIT 3 (TIMBERLEA INTER/C),05/25/2022,2 KM WEST OF EXIT 2 (WB) (LOOPS),A,TC,HFX,,"13,696","12,800",W,,
103020,103,20,4.38,EXIT 2 (BEECHVILLE INTER/C) TO EXIT 3 (TIMBERLEA INTER/C),05/25/2022,1.1 KM EAST OF EXIT 3 (EB) (LOOPS),A,TC,HFX,,"13,794","12,900",E,,
103020,103,20,4.38,EXIT 2 (BEECHVILLE INTER/C) TO EXIT 3 (TIMBERLEA INTER/C),05/25/2021,2 KM WEST OF EXIT 2 (WB) (LOOPS),A,TC,HFX,,"9,310","8,700",W,,
103020,103,20,4.38,EXIT 2 (BEECHVILLE INTER/C) TO EXIT 3 (TIMBERLEA INTER/C),05/25/2021,1.1 KM EAST OF EXIT 3 (EB) (LOOPS),A,TC,HFX,,"9,496","8,880",E,,
103020,103,20,4.38,EXIT 2 (BEECHVILLE INTER/C) TO EXIT 3 (TIMBERLEA INTER/C),04/23/2020,2 KM WEST OF EXIT 2 (WB) (LOOPS),A,TC,HFX,,"6,488","6,570",W,,
103020,103,20,4.38,EXIT 2 (BEECHVILLE INTER/C) TO EXIT 3 (TIMBERLEA INTER/C),04/23/2020,1.1 KM EAST OF EXIT 3 (EB) (LOOPS),A,TC,HFX,,"6,493","6,580",E,,
103020,103,20,4.38,EXIT 2 (BEECHVILLE INTER/C) TO EXIT 3 (TIMBERLEA INTER/C),12-04-2019,1.1 KM EAST OF EXIT 3 (EB) (LOOPS),A,TC,HFX,,"12,371","13,400",E,,
103020,103,20,4.38,EXIT 2 (BEECHVILLE INTER/C) TO EXIT 3 (TIMBERLEA INTER/C),10/28/2019,2 KM WEST OF EXIT 2 (WB) (LOOPS),A,TC,HFX,,"13,155","13,200",W,,
103020,103,20,4.38,EXIT 2 (BEECHVILLE INTER/C) TO EXIT 3 (TIMBERLEA INTER/C),10/16/2017,2 KM WEST OF EXIT 2 (WB) (LOOPS),A,TC,HFX,,"13,410","13,100",W,,
103020,103,20,4.38,EXIT 2 (BEECHVILLE INTER/C) TO EXIT 3 (TIMBERLEA INTER/C),10/16/2017,1.1 KM EAST OF EXIT 3 (EB) (LOOPS),A,TC,HFX,,"13,499","13,200",E,,
103020,103,20,4.38,EXIT 2 (BEECHVILLE INTER/C) TO EXIT 3 (TIMBERLEA INTER/C),08/18/2016,2 KM WEST OF EXIT 2 (WB) (LOOPS),A,TC,HFX,,"14,359","12,000",W,,
103020,103,20,4.38,EXIT 2 (BEECHVILLE INTER/C) TO EXIT 3 (TIMBERLEA INTER/C),08/18/2016,1.1 KM EAST OF EXIT 3 (EB) (LOOPS),A,TC,HFX,,"14,856","12,300",E,,
103020,103,20,4.38,EXIT 2 (BEECHVILLE INTER/C) TO EXIT 3 (TIMBERLEA INTER/C),11/16/2015,2 KM WEST OF EXIT 2 (WB) (LOOPS),A,TC,HFX,,"11,749","12,200",W,,
103020,103,20,4.38,EXIT 2 (BEECHVILLE INTER/C) TO EXIT 3 (TIMBERLEA INTER/C),11-09-2015,1.1 KM EAST OF EXIT 3 (EB) (LOOPS),A,TC,HFX,,"11,689","12,300",E,,
103020,103,20,4.38,EXIT 2 (BEECHVILLE INTER/C) TO EXIT 3 (TIMBERLEA INTER/C),12-01-2014,1.1 KM EAST OF EXIT 3 (EB) (LOOPS),A,TC,HFX,,"12,127","12,800",E,,
103020,103,20,4.38,EXIT 2 (BEECHVILLE INTER/C) TO EXIT 3 (TIMBERLEA INTER/C),11-04-2014,EXIT 2A WESTBOUND EXIT RAMP TO TK 3,A,TC,HFX,,"4,369","4,500",,,
103020,103,20,4.38,EXIT 2 (BEECHVILLE INTER/C) TO EXIT 3 (TIMBERLEA INTER/C),11-04-2014,2 KM WEST OF EXIT 2 (WB) (LOOPS),A,TC,HFX,,"12,238","12,600",W,,
103020,103,20,4.38,EXIT 2 (BEECHVILLE INTER/C) TO EXIT 3 (TIMBERLEA INTER/C),10/21/2013,1.1 KM EAST OF EXIT 3 (EB) (LOOPS),A,TC,HFX,,"12,412","12,100",E,,
103020,103,20,4.38,EXIT 2 (BEECHVILLE INTER/C) TO EXIT 3 (TIMBERLEA INTER/C),10/21/2013,2 KM WEST OF EXIT 2 (WB) (LOOPS),A,TC,HFX,,"12,108","11,800",W,,
103020,103,20,4.38,EXIT 2 (BEECHVILLE INTER/C) TO EXIT 3 (TIMBERLEA INTER/C),08/22/2012,1.1 KM EAST OF EXIT 3 (EB) (LOOPS),A,TC,HFX,,"13,628","11,000",E,,
103020,103,20,4.38,EXIT 2 (BEECHVILLE INTER/C) TO EXIT 3 (TIMBERLEA INTER/C),08/14/2012,2 KM WEST OF EXIT 2 (WB) (LOOPS),A,TC,HFX,,"13,092","11,200",W,,
103020,103,20,4.38,EXIT 2 (BEECHVILLE INTER/C) TO EXIT 3 (TIMBERLEA INTER/C),11-07-2011,2 KM WEST OF EXIT 2 (WB) (LOOPS),A,TC,HFX,,"10,820","11,270",W,,
103020,103,20,4.38,EXIT 2 (BEECHVILLE INTER/C) TO EXIT 3 (TIMBERLEA INTER/C),11-07-2011,1.1 KM EAST OF EXIT 3 (EB) (LOOPS),A,TC,HFX,,"10,903","11,350",E,,
103020,103,20,4.38,EXIT 2 (BEECHVILLE INTER/C) TO EXIT 3 (TIMBERLEA INTER/C),10/28/2009,2 KM WEST OF EXIT 2 (WB) (LOOPS),A,TC,HFX,,"10,770","10,400",W,,
103020,103,20,4.38,EXIT 2 (BEECHVILLE INTER/C) TO EXIT 3 (TIMBERLEA INTER/C),10/28/2009,1.1 KM EAST OF EXIT 3 (EB) (LOOPS),A,TC,HFX,,"10,914","10,500",E,,
103020,103,20,4.38,EXIT 2 (BEECHVILLE INTER/C) TO EXIT 3 (TIMBERLEA INTER/C),10/15/2008,2 KM WEST OF EXIT 2 (WB) (LOOPS),A,TC,HFX,,"10,996","10,700",W,,
103020,103,20,4.38,EXIT 2 (BEECHVILLE INTER/C) TO EXIT 3 (TIMBERLEA INTER/C),09/16/2008,1.1 KM EAST OF EXIT 3 (EB) (LOOPS),A,TC,HFX,,"11,433","10,800",E,,
103020,103,20,4.38,EXIT 2 (BEECHVILLE INTER/C) TO EXIT 3 (TIMBERLEA INTER/C),11-01-2007,1.1 KM EAST OF EXIT 3 (EB) (LOOPS),A,TC,HFX,,"10,047","9,920",E,,
103020,103,20,4.38,EXIT 2 (BEECHVILLE INTER/C) TO EXIT 3 (TIMBERLEA INTER/C),11-01-2007,2 KM WEST OF EXIT 2 (WB) (LOOPS),A,TC,HFX,,"8,037","7,940",W,,
103020,103,20,4.38,EXIT 2 (BEECHVILLE INTER/C) TO EXIT 3 (TIMBERLEA INTER/C),07-11-2006,1.1 KM EAST OF EXIT 3 (EB) (LOOPS),A,TC,HFX,,"13,778","12,400",E,,
103020,103,20,4.38,EXIT 2 (BEECHVILLE INTER/C) TO EXIT 3 (TIMBERLEA INTER/C),07-11-2006,2 KM WEST OF EXIT 2 (WB) (LOOPS),A,TC,HFX,,"10,654","9,590",W,,
103020,103,20,4.38,EXIT 2 (BEECHVILLE INTER/C) TO EXIT 3 (TIMBERLEA INTER/C),06-09-2005,2 KM WEST OF EXIT 2 (WB) (LOOPS),A,TC,HFX,,"10,528","9,790",W,,
103020,103,20,4.38,EXIT 2 (BEECHVILLE INTER/C) TO EXIT 3 (TIMBERLEA INTER/C),06-02-2005,1.1 KM EAST OF EXIT 3 (EB) (LOOPS),A,TC,HFX,,"10,281","9,560",E,,
103025,103,25,7.213,EXIT 3 (TIMBERLEA INTER/C) TO EXIT 4 (SHELDRAKE LAKE INTER/C),05/25/2022,2.7 KM WEST OF EXIT 3 (WB) (LOOPS),A,TC,HFX,,"10,843","10,100",W,,
103025,103,25,7.213,EXIT 3 (TIMBERLEA INTER/C) TO EXIT 4 (SHELDRAKE LAKE INTER/C),05/25/2022,1.2 KM EAST OF EXIT 4 (EB) (LOOPS),A,TC,HFX,,"10,776","10,100",E,,
103025,103,25,7.213,EXIT 3 (TIMBERLEA INTER/C) TO EXIT 4 (SHELDRAKE LAKE INTER/C),06-02-2021,2.7 KM WEST OF EXIT 3 (WB) (LOOPS),A,TC,HFX,,"10,457","9,730",W,,
103025,103,25,7.213,EXIT 3 (TIMBERLEA INTER/C) TO EXIT 4 (SHELDRAKE LAKE INTER/C),05/25/2021,1.2 KM EAST OF EXIT 4 (EB) (LOOPS),A,TC,HFX,,"7,386","6,900",E,,
103025,103,25,7.213,EXIT 3 (TIMBERLEA INTER/C) TO EXIT 4 (SHELDRAKE LAKE INTER/C),04/23/2020,1.2 KM EAST OF EXIT 4 (EB) (LOOPS),A,TC,HFX,,"5,289","5,360",E,,
103025,103,25,7.213,EXIT 3 (TIMBERLEA INTER/C) TO EXIT 4 (SHELDRAKE LAKE INTER/C),04/23/2020,2.7 KM WEST OF EXIT 3 (WB) (LOOPS),A,TC,HFX,,"5,161","5,230",W,,
103025,103,25,7.213,EXIT 3 (TIMBERLEA INTER/C) TO EXIT 4 (SHELDRAKE LAKE INTER/C),11/19/2019,1.2 KM EAST OF EXIT 4 (EB) (LOOPS),A,TC,HFX,,"10,568","11,000",E,,
103025,103,25,7.213,EXIT 3 (TIMBERLEA INTER/C) TO EXIT 4 (SHELDRAKE LAKE INTER/C),10-08-2019,2.7 KM WEST OF EXIT 3 (WB) (LOOPS),A,TC,HFX,,"10,654","9,910",W,,
103025,103,25,7.213,EXIT 3 (TIMBERLEA INTER/C) TO EXIT 4 (SHELDRAKE LAKE INTER/C),10/23/2017,2.7 KM WEST OF EXIT 3 (WB) (LOOPS),A,TC,HFX,,"10,946","10,600",W,,
103025,103,25,7.213,EXIT 3 (TIMBERLEA INTER/C) TO EXIT 4 (SHELDRAKE LAKE INTER/C),10/16/2017,1.2 KM EAST OF EXIT 4 (EB) (LOOPS),A,TC,HFX,,"11,040","10,800",E,,
103025,103,25,7.213,EXIT 3 (TIMBERLEA INTER/C) TO EXIT 4 (SHELDRAKE LAKE INTER/C),08/18/2016,2.7 KM WEST OF EXIT 3 (WB) (LOOPS),A,TC,HFX,,"12,117","10,000",W,,
103025,103,25,7.213,EXIT 3 (TIMBERLEA INTER/C) TO EXIT 4 (SHELDRAKE LAKE INTER/C),08/18/2016,1.2 KM EAST OF EXIT 4 (EB) (LOOPS),A,TC,HFX,,"12,418","10,300",E,,
103025,103,25,7.213,EXIT 3 (TIMBERLEA INTER/C) TO EXIT 4 (SHELDRAKE LAKE INTER/C),11-09-2015,2.7 KM WEST OF EXIT 3 (WB) (LOOPS),A,TC,HFX,,"9,569","10,100",W,,
103025,103,25,7.213,EXIT 3 (TIMBERLEA INTER/C) TO EXIT 4 (SHELDRAKE LAKE INTER/C),11-09-2015,1.2 KM EAST OF EXIT 4 (EB) (LOOPS),A,TC,HFX,,"9,667","10,200",E,,
103025,103,25,7.213,EXIT 3 (TIMBERLEA INTER/C) TO EXIT 4 (SHELDRAKE LAKE INTER/C),11/18/2014,1.2 KM EAST OF EXIT 4 (EB) (LOOPS),A,TC,HFX,,"10,266","10,700",E,,
103025,103,25,7.213,EXIT 3 (TIMBERLEA INTER/C) TO EXIT 4 (SHELDRAKE LAKE INTER/C),11-04-2014,2.7 KM WEST OF EXIT 3 (WB) (LOOPS),A,TC,HFX,,"10,248","10,500",W,,
103025,103,25,7.213,EXIT 3 (TIMBERLEA INTER/C) TO EXIT 4 (SHELDRAKE LAKE INTER/C),10/21/2013,1.2 KM EAST OF EXIT 4 (EB) (LOOPS),A,TC,HFX,,"10,308","10,100",E,,
103025,103,25,7.213,EXIT 3 (TIMBERLEA INTER/C) TO EXIT 4 (SHELDRAKE LAKE INTER/C),10/21/2013,2.7 KM WEST OF EXIT 3 (WB) (LOOPS),A,TC,HFX,,"10,218","9,990",W,,
103025,103,25,7.213,EXIT 3 (TIMBERLEA INTER/C) TO EXIT 4 (SHELDRAKE LAKE INTER/C),08/14/2012,1.2 KM EAST OF EXIT 4 (EB) (LOOPS),A,TC,HFX,,"11,542","9,830",E,,
103025,103,25,7.213,EXIT 3 (TIMBERLEA INTER/C) TO EXIT 4 (SHELDRAKE LAKE INTER/C),11-07-2011,1.2 KM EAST OF EXIT 4 (EB) (LOOPS),A,TC,HFX,,"9,090","9,470",E,,
103025,103,25,7.213,EXIT 3 (TIMBERLEA INTER/C) TO EXIT 4 (SHELDRAKE LAKE INTER/C),11-07-2011,2.7 KM WEST OF EXIT 3 (WB) (LOOPS),A,TC,HFX,,"9,030","9,400",W,,
103025,103,25,7.213,EXIT 3 (TIMBERLEA INTER/C) TO EXIT 4 (SHELDRAKE LAKE INTER/C),10/28/2009,1.2 KM EAST OF EXIT 4 (EB) (LOOPS),A,TC,HFX,,"8,995","8,680",E,,
103025,103,25,7.213,EXIT 3 (TIMBERLEA INTER/C) TO EXIT 4 (SHELDRAKE LAKE INTER/C),10/28/2009,2.7 KM WEST OF EXIT 3 (WB) (LOOPS),A,TC,HFX,,"8,955","8,640",W,,
103025,103,25,7.213,EXIT 3 (TIMBERLEA INTER/C) TO EXIT 4 (SHELDRAKE LAKE INTER/C),09/16/2008,1.2 KM EAST OF EXIT 4 (EB) (LOOPS),A,TC,HFX,,"8,222","7,760",E,,
103025,103,25,7.213,EXIT 3 (TIMBERLEA INTER/C) TO EXIT 4 (SHELDRAKE LAKE INTER/C),09/16/2008,2.7 KM WEST OF EXIT 3 (WB) (LOOPS),A,TC,HFX,,"9,176","8,660",W,,
103025,103,25,7.213,EXIT 3 (TIMBERLEA INTER/C) TO EXIT 4 (SHELDRAKE LAKE INTER/C),11-01-2007,1.2 KM EAST OF EXIT 4 (EB) (LOOPS),A,TC,HFX,,"8,458","8,350",E,,
103025,103,25,7.213,EXIT 3 (TIMBERLEA INTER/C) TO EXIT 4 (SHELDRAKE LAKE INTER/C),10/26/2006,1.2 KM EAST OF EXIT 4 (EB) (LOOPS),A,TC,HFX,,"7,437","7,210",E,,
103025,103,25,7.213,EXIT 3 (TIMBERLEA INTER/C) TO EXIT 4 (SHELDRAKE LAKE INTER/C),10/25/2006,2.7 KM WEST OF EXIT 3 (WB) (LOOPS),A,TC,HFX,,"12,945","12,600",W,,
103025,103,25,7.213,EXIT 3 (TIMBERLEA INTER/C) TO EXIT 4 (SHELDRAKE LAKE INTER/C),04/20/2005,2.7 KM WEST OF EXIT 3 (WB) (LOOPS),A,TC,HFX,,"7,975","7,900",W,,
103025,103,25,7.213,EXIT 3 (TIMBERLEA INTER/C) TO EXIT 4 (SHELDRAKE LAKE INTER/C),04/20/2005,2.7 KM WEST OF EXIT 3 (EB) (LOOPS),A,TC,HFX,,"7,964","7,880",E,,
103030,103,30,6.86,EXIT 4 (SHELDRAKE LAKE INTER/C) TO EXIT 5 (RTE 213) (TANTALLON),09/29/2022,4.3 KM WEST OF EXIT 4 (WB) (LOOPS),A,TC,HFX,,"10,399","9,720",W,,
103030,103,30,6.86,EXIT 4 (SHELDRAKE LAKE INTER/C) TO EXIT 5 (RTE 213) (TANTALLON),05/25/2022,1.4 KM EAST OF EXIT 5 (EB) (LOOPS),A,TC,HFX,,"9,544","8,920",E,,
103030,103,30,6.86,EXIT 4 (SHELDRAKE LAKE INTER/C) TO EXIT 5 (RTE 213) (TANTALLON),05/25/2021,1.4 KM EAST OF EXIT 5 (EB) (LOOPS),A,TC,HFX,,"6,459","6,040",E,,
103030,103,30,6.86,EXIT 4 (SHELDRAKE LAKE INTER/C) TO EXIT 5 (RTE 213) (TANTALLON),04/23/2020,1.4 KM EAST OF EXIT 5 (EB) (LOOPS),A,TC,HFX,,"4,493","4,550",E,,
103030,103,30,6.86,EXIT 4 (SHELDRAKE LAKE INTER/C) TO EXIT 5 (RTE 213) (TANTALLON),04/23/2020,4.3 KM WEST OF EXIT 4 (WB) (LOOPS),A,TC,HFX,,"4,734","4,800",W,,
103030,103,30,6.86,EXIT 4 (SHELDRAKE LAKE INTER/C) TO EXIT 5 (RTE 213) (TANTALLON),11/19/2019,1.4 KM EAST OF EXIT 5 (EB) (LOOPS),A,TC,HFX,,"12,826","13,300",E,,
103030,103,30,6.86,EXIT 4 (SHELDRAKE LAKE INTER/C) TO EXIT 5 (RTE 213) (TANTALLON),10/24/2018,4.3 KM WEST OF EXIT 4 (WB) (LOOPS),A,TC,HFX,,"9,725","9,350",W,,
103030,103,30,6.86,EXIT 4 (SHELDRAKE LAKE INTER/C) TO EXIT 5 (RTE 213) (TANTALLON),10/24/2018,1.4 KM EAST OF EXIT 5 (EB) (LOOPS),A,TC,HFX,,"9,426","9,060",E,,
103030,103,30,6.86,EXIT 4 (SHELDRAKE LAKE INTER/C) TO EXIT 5 (RTE 213) (TANTALLON),10/16/2017,4.3 KM WEST OF EXIT 4 (WB) (LOOPS),A,TC,HFX,,"9,971","9,740",W,,
103030,103,30,6.86,EXIT 4 (SHELDRAKE LAKE INTER/C) TO EXIT 5 (RTE 213) (TANTALLON),10/16/2017,1.4 KM EAST OF EXIT 5 (EB) (LOOPS),A,TC,HFX,,"9,802","9,570",E,,
103030,103,30,6.86,EXIT 4 (SHELDRAKE LAKE INTER/C) TO EXIT 5 (RTE 213) (TANTALLON),08-11-2016,4.3 KM WEST OF EXIT 4 (WB) (LOOPS),A,TC,HFX,,"10,519","9,120",W,,
103030,103,30,6.86,EXIT 4 (SHELDRAKE LAKE INTER/C) TO EXIT 5 (RTE 213) (TANTALLON),08-02-2016,1.4 KM EAST OF EXIT 5 (EB) (LOOPS),A,TC,HFX,,"10,717","9,640",E,,
103030,103,30,6.86,EXIT 4 (SHELDRAKE LAKE INTER/C) TO EXIT 5 (RTE 213) (TANTALLON),11-09-2015,1.4 KM EAST OF EXIT 5 (EB) (LOOPS),A,TC,HFX,,"8,441","8,910",E,,
103030,103,30,6.86,EXIT 4 (SHELDRAKE LAKE INTER/C) TO EXIT 5 (RTE 213) (TANTALLON),11-09-2015,4.3 KM WEST OF EXIT 4 (WB) (LOOPS),A,TC,HFX,,"8,471","8,940",W,,
103030,103,30,6.86,EXIT 4 (SHELDRAKE LAKE INTER/C) TO EXIT 5 (RTE 213) (TANTALLON),11/18/2014,4.3 KM WEST OF EXIT 4 (WB) (LOOPS),A,TC,HFX,,"9,189","9,590",W,,
103030,103,30,6.86,EXIT 4 (SHELDRAKE LAKE INTER/C) TO EXIT 5 (RTE 213) (TANTALLON),11/18/2014,1.4 KM EAST OF EXIT 5 (EB) (LOOPS),A,TC,HFX,,"8,798","9,190",E,,
103030,103,30,6.86,EXIT 4 (SHELDRAKE LAKE INTER/C) TO EXIT 5 (RTE 213) (TANTALLON),10/21/2013,1.4 KM EAST OF EXIT 5 (EB) (LOOPS),A,TC,HFX,,"9,656","9,440",E,,
103030,103,30,6.86,EXIT 4 (SHELDRAKE LAKE INTER/C) TO EXIT 5 (RTE 213) (TANTALLON),10/21/2013,4.3 KM WEST OF EXIT 4 (WB) (LOOPS),A,TC,HFX,,"9,360","9,160",W,,
103030,103,30,6.86,EXIT 4 (SHELDRAKE LAKE INTER/C) TO EXIT 5 (RTE 213) (TANTALLON),08/14/2012,4.3 KM WEST OF EXIT 4 (WB) (LOOPS),A,TC,HFX,,"10,369","8,830",W,,
103030,103,30,6.86,EXIT 4 (SHELDRAKE LAKE INTER/C) TO EXIT 5 (RTE 213) (TANTALLON),08/14/2012,1.4 KM EAST OF EXIT 5 (EB) (LOOPS),A,TC,HFX,,"10,420","8,880",E,,
103030,103,30,6.86,EXIT 4 (SHELDRAKE LAKE INTER/C) TO EXIT 5 (RTE 213) (TANTALLON),11-07-2011,4.3 KM WEST OF EXIT 4 (WB) (LOOPS),A,TC,HFX,,"8,332","8,680",W,,
103030,103,30,6.86,EXIT 4 (SHELDRAKE LAKE INTER/C) TO EXIT 5 (RTE 213) (TANTALLON),11-07-2011,1.4 KM EAST OF EXIT 5 (EB) (LOOPS),A,TC,HFX,,"8,075","8,410",E,,
103030,103,30,6.86,EXIT 4 (SHELDRAKE LAKE INTER/C) TO EXIT 5 (RTE 213) (TANTALLON),10/28/2009,1.4 KM EAST OF EXIT 5 (EB) (LOOPS),A,TC,HFX,,"8,126","7,840",E,,
103030,103,30,6.86,EXIT 4 (SHELDRAKE LAKE INTER/C) TO EXIT 5 (RTE 213) (TANTALLON),10/28/2009,4.3 KM WEST OF EXIT 4 (WB) (LOOPS),A,TC,HFX,,"7,204","6,950",W,,
103030,103,30,6.86,EXIT 4 (SHELDRAKE LAKE INTER/C) TO EXIT 5 (RTE 213) (TANTALLON),09/17/2008,4.3 KM WEST OF EXIT 4 (WB) (LOOPS),A,TC,HFX,,"8,540","8,060",W,,
103030,103,30,6.86,EXIT 4 (SHELDRAKE LAKE INTER/C) TO EXIT 5 (RTE 213) (TANTALLON),09/17/2008,1.4 KM EAST OF EXIT 5 (EB) (LOOPS),A,TC,HFX,,"8,542","8,060",E,,
103030,103,30,6.86,EXIT 4 (SHELDRAKE LAKE INTER/C) TO EXIT 5 (RTE 213) (TANTALLON),11-01-2007,1.4 KM EAST OF EXIT 5 (EB) (LOOPS),A,TC,HFX,,"7,204","7,110",E,,
103030,103,30,6.86,EXIT 4 (SHELDRAKE LAKE INTER/C) TO EXIT 5 (RTE 213) (TANTALLON),11-01-2007,4.3 KM WEST OF EXIT 4 (WB) (LOOPS),A,TC,HFX,,"7,752","7,650",W,,
103030,103,30,6.86,EXIT 4 (SHELDRAKE LAKE INTER/C) TO EXIT 5 (RTE 213) (TANTALLON),10/26/2006,1.4 KM EAST OF EXIT 5 (EB) (LOOPS),A,TC,HFX,,"6,222","6,040",E,,
103030,103,30,6.86,EXIT 4 (SHELDRAKE LAKE INTER/C) TO EXIT 5 (RTE 213) (TANTALLON),10/25/2006,4.3 KM WEST OF EXIT 4 (WB) (LOOPS),A,TC,HFX,,"7,770","7,540",W,,
103030,103,30,6.86,EXIT 4 (SHELDRAKE LAKE INTER/C) TO EXIT 5 (RTE 213) (TANTALLON),04/20/2005,4.3 KM WEST OF EXIT 4 (EB) (LOOPS),A,TC,HFX,,"6,884","6,810",E,,
103030,103,30,6.86,EXIT 4 (SHELDRAKE LAKE INTER/C) TO EXIT 5 (RTE 213) (TANTALLON),04/20/2005,4.3 KM WEST OF EXIT 4 (WB) (LOOPS),A,TC,HFX,,"7,199","7,130",W,,
103040,103,40,10.2,EXIT 5 (RTE 213) (TANTALLON) TO EXIT 5A (INGRAMPORT INTER/C),11/23/2022,1 KM EAST OF INGRAMPORT INTER/C (EB) (LOOPS),C,TC,HFX,,"6,262","7,180",E,,
103040,103,40,10.2,EXIT 5 (RTE 213) (TANTALLON) TO EXIT 5A (INGRAMPORT INTER/C),11/23/2022,2.8 KM WEST OF EXIT 5  (WB) (LOOPS),C,TC,HFX,,"6,313","7,240",E,,
